Project Name,Checkpoint Name,Created On,File Name,Lines,Statements,Percent Branch Statements,Percent Lines with Comments,Classes Defined,Methods Implemented per Class,Average Statements per Method,Line Number of Most Complex Function*,Name of Most Complex Function*,Maximum Complexity*,Line Number of Deepest Block,Maximum Block Depth,Average Block Depth,Average Complexity*,Functions,Statements at block level 0,Statements at block level 1,Statements at block level 2,Statements at block level 3,Statements at block level 4,Statements at block level 5,Statements at block level 6,Statements at block level 7,Statements at block level 8,Statements at block level 9
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USART_Soft_DMA.cpp,617,237,30.4,23.7,0,15.00,14.7,338,uC_USART_Soft_DMA::USART_Int(),22,359,4,1.72,5.00,0,17,95,74,40,11,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USART_Soft_DMA.h,184,47,0.0,49.5,1,3.00,1.0,138,uC_USART_Soft_DMA::TX_Timer_Int_Static(),1,139,2,0.94,1.00,0,6,38,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USART_USB.cpp,671,239,17.6,29.1,0,20.00,10.1,405,uC_USART_USB::Usb_Cdc_Receive(),15,425,5,1.68,2.68,5,31,110,36,37,16,9,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USART_USB.h,280,56,0.0,58.2,1,2.00,1.0,171,uC_USART_USB::TX_Timer_Int_Static(),1,172,2,0.89,1.00,0,8,46,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USARTQ.cpp,678,113,22.1,11.2,0,5.50,8.9,154,uC_USART::Configure(),11,52,3,1.43,3.00,0,15,46,40,12,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USARTQ.h,85,26,0.0,45.9,1,0.00,0.0,,,0,52,1,0.73,0.00,0,7,19,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USB.cpp,38,13,15.4,21.1,0,2.00,5.0,11,uC_USB::uC_USB(),3,18,2,1.31,2.00,0,3,3,7,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USB.h,34,10,0.0,44.1,1,0.00,0.0,,,0,28,1,0.30,0.00,0,7,3,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USB_HW.cpp,68,23,8.7,33.8,0,3.00,5.7,18,uC_USB_HW::uC_USB_HW(),3,26,2,1.22,1.67,0,6,6,11,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_USB_HW.h,95,18,0.0,58.9,1,0.00,0.0,,,0,35,1,0.56,0.00,0,8,10,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_Watchdog.cpp,156,38,10.5,42.3,0,9.00,2.4,51,uC_Watchdog::Handler(),3,57,2,0.74,1.44,0,16,16,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_Watchdog.h,126,20,0.0,64.3,1,1.00,1.0,93,uC_Watchdog::Feed_Dog(),1,95,2,0.85,1.00,0,4,15,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_Watchdog_HW.cpp,128,33,9.1,47.7,0,3.00,6.3,72,uC_Watchdog_HW::Set_Timeout(),4,85,3,1.06,2.33,0,14,7,8,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F4xx\uC_Watchdog_HW.h,66,13,0.0,51.5,1,2.00,0.0,49,uC_Watchdog_HW::~uC_Watchdog_HW(),1,40,1,0.77,1.00,0,3,10,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\Advanced_Vect.cpp,113,32,9.4,36.3,0,5.00,3.8,40,Advanced_Vect::Advanced_Vect(),3,49,2,0.72,1.60,0,13,15,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\Advanced_Vect.h,120,71,0.0,45.0,1,26.00,1.0,83,Advanced_Vect::Null_Advanced_Vect(),1,83,2,1.30,1.00,0,4,42,25,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\Device_Defines.h,187,49,0.0,54.5,0,0.00,0.0,123,Pop_Int(),1,123,1,0.06,1.00,2,46,3,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\I2C_Manager.cpp,123,37,27.0,36.6,0,4.00,7.8,41,I2C_Manager::Write_Data(),7,61,3,1.32,4.00,0,6,17,10,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\I2C_Manager.h,122,14,0.0,65.6,1,1.00,1.0,116,I2C_Manager::Transfer_Finish_Static(),1,118,2,0.64,1.00,0,6,7,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\Stm32_Eth_Driver.cpp,1328,449,16.9,30.3,0,38.00,10.7,1058,Stm32_Eth_Driver::Get_Next_Rx_Pkt(),16,1126,5,1.34,3.21,0,41,277,88,25,16,2,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\Stm32_Eth_Driver.h,409,88,0.0,58.7,1,4.00,1.0,366,Stm32_Eth_Driver::SMI_SYS_REG_TO_PHY_ADDR(),1,368,2,0.86,1.00,0,16,68,4,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F765\uC_Base_HW_IDs_STM32F765.cpp,1100,15,0.0,32.5,0,0.00,0.0,,,0,35,0,0.00,0.00,0,15,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F765\uC_Base_HW_IDs_STM32F765.h,622,89,0.0,21.5,0,0.00,0.0,,,0,17,0,0.00,0.00,0,89,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F765\uC_Base_STM32F765.cpp,379,43,14.0,63.3,0,10.00,2.7,74,uC_Base_STM32F765::Get_DMA_Ctrl(),2,81,2,0.77,1.60,0,16,21,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F765\uC_Base_STM32F765.h,149,53,1.9,22.1,1,1.00,4.0,79,uC_Base_STM32F765::Get_Device_Sig(),3,87,3,1.00,3.00,0,5,44,3,1,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F765\uC_IO_Define_STM32F765.cpp,1060,662,0.0,24.2,0,0.00,0.0,,,0,33,0,0.00,0.00,0,662,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F765\uC_IO_Define_STM32F765.h,792,496,0.0,21.5,0,0.00,0.0,,,0,17,0,0.00,0.00,0,496,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F765\uC_STM32F765.h,21,2,0.0,71.4,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F767\uC_Base_HW_IDs_STM32F767.cpp,1103,15,0.0,32.4,0,0.00,0.0,,,0,35,0,0.00,0.00,0,15,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F767\uC_Base_HW_IDs_STM32F767.h,620,89,0.0,21.5,0,0.00,0.0,,,0,17,0,0.00,0.00,0,89,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F767\uC_Base_STM32F767.cpp,379,43,14.0,63.3,0,10.00,2.7,74,uC_Base_STM32F767::Get_DMA_Ctrl(),2,81,2,0.77,1.60,0,16,21,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F767\uC_Base_STM32F767.h,149,53,1.9,22.1,1,1.00,4.0,79,uC_Base_STM32F767::Get_Device_Sig(),3,87,3,1.00,3.00,0,5,44,3,1,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F767\uC_IO_Define_STM32F767.cpp,1061,662,0.0,24.2,0,0.00,0.0,,,0,33,0,0.00,0.00,0,662,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F767\uC_IO_Define_STM32F767.h,794,496,0.0,21.4,0,0.00,0.0,,,0,17,0,0.00,0.00,0,496,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F767\uC_STM32F767.h,20,2,0.0,75.0,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F7xx_I2C.cpp,813,364,27.2,19.1,0,8.00,21.4,319,STM32F4xx_I2C::I2C_ISR(),63,338,6,2.71,7.00,0,21,98,87,51,13,56,38,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F7xx_I2C.h,312,77,0.0,50.0,3,4.00,0.8,179,STM32F4xx_I2C::STM32F4xx_I2C(),1,84,2,1.12,1.00,0,6,56,15,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F7xx_SPI.cpp,536,214,19.6,16.4,0,9.00,22.0,192,STM32F4xx_SPI::Start_Exchange(),12,89,3,1.63,6.22,0,16,75,96,27,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F7xx_SPI.h,209,59,0.0,47.8,3,3.00,0.7,88,STM32F4xx_SPI::STM32F4xx_SPI(),1,90,2,1.05,1.00,0,7,42,10,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F7xx_USART_SPI.cpp,426,142,19.7,27.0,0,8.00,16.1,173,STM32F4xx_USART_SPI::Start_Exchange(),13,188,3,1.49,5.00,0,13,60,55,14,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\STM32F7xx_USART_SPI.h,194,39,0.0,58.2,2,3.00,0.7,110,STM32F4xx_USART_SPI::STM32F4xx_USART_SPI(),1,112,2,0.97,1.00,0,7,26,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_AtoD.cpp,424,121,19.0,37.3,0,9.00,10.7,105,uC_AtoD::uC_AtoD(),25,137,5,1.83,3.78,0,25,27,35,18,10,6,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_AtoD.h,167,32,0.0,55.7,1,3.00,0.7,84,uC_AtoD::Int_Handler_Static(),1,122,2,0.88,1.00,0,6,24,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Base.cpp,159,69,44.9,23.9,0,6.00,10.0,83,uC_Base::Reset_Periph(),8,90,3,1.65,3.83,0,9,17,32,11,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Base.h,447,153,0.0,37.6,1,3.00,0.7,297,uC_Base::Get_USB_Ctrl(),1,301,2,0.19,1.00,0,126,25,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_CAN.cpp,534,180,23.3,24.2,0,17.00,9.2,172,uC_CAN::CAN_Data_Transmit(),8,37,3,1.23,3.53,0,23,95,59,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_CAN.h,144,54,0.0,40.3,1,0.00,0.0,,,0,96,1,0.39,0.00,0,33,21,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Code_Range.cpp,92,25,0.0,46.7,0,0.00,0.0,32,uC_CODE_RANGE_CRC_Val(),1,34,1,0.44,1.00,6,14,11,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Code_Range.h,31,7,0.0,64.5,0,0.00,0.0,,,0,17,0,0.00,0.00,0,7,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_CStack.cpp,102,31,9.7,31.4,0,0.00,0.0,66,uC_CSTACK_Used(),6,54,2,0.94,4.00,2,8,17,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_CStack.h,29,3,0.0,69.0,0,0.00,0.0,,,0,17,0,0.00,0.00,0,3,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_DMA.cpp,438,135,23.0,36.3,0,15.00,7.1,42,uC_DMA::uC_DMA(),18,119,4,1.47,2.93,0,28,48,32,21,6,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_DMA.h,129,51,0.0,20.2,1,4.00,0.8,80,uC_DMA::Empty(),1,95,2,0.76,1.00,0,15,33,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Ext_Int.cpp,439,143,25.9,26.9,0,17.00,6.7,89,uC_Ext_Int::Attach_IRQ(),10,56,3,1.22,3.29,0,29,65,37,12,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Ext_Int.h,70,25,0.0,38.6,1,1.00,0.0,44,uC_Ext_Int::~uC_Ext_Int(),1,43,1,0.64,1.00,0,9,16,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Flash.cpp,656,242,24.4,22.9,0,19.00,10.9,169,uC_Flash::Write_Now(),21,215,5,1.84,4.58,0,35,83,54,37,22,11,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Flash.h,178,51,0.0,33.1,1,7.00,0.7,63,uC_Flash::Continue(),1,78,2,0.84,1.00,0,13,33,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_I2C.cpp,910,403,27.0,22.0,0,27.00,13.9,757,uC_I2C::I2C_ISR(),33,249,7,2.52,4.59,0,28,126,90,18,71,52,14,4,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_I2C.h,505,87,0.0,53.5,1,4.00,0.8,200,uC_I2C::I2C_ISR_Static(),1,380,2,0.94,1.00,0,8,76,3,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Input.cpp,211,47,23.4,24.6,0,4.00,9.3,63,uC_Input::Debounce_Pins(),6,41,3,1.26,3.75,0,10,18,16,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Input.h,64,19,0.0,40.6,1,3.00,0.7,40,uC_Input::Config_Input_Pin(),1,43,2,0.84,1.00,0,5,12,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Interrupt.cpp,254,56,12.5,55.9,0,4.00,9.3,140,uC_Interrupt::Set_Vector(),6,173,3,1.02,3.00,0,19,23,8,6,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Interrupt.h,90,22,0.0,40.0,1,5.00,1.0,81,uC_Interrupt::Set_Int(),1,81,2,0.91,1.00,0,7,10,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_IO_Config.cpp,444,105,28.6,41.0,0,9.00,10.4,49,uC_IO_Config::uC_IO_Config(),9,71,5,1.90,4.33,0,11,29,37,18,7,3,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_IO_Config.h,88,37,0.0,25.0,1,11.00,0.9,40,uC_IO_Config::Get_Input_Bits(),1,44,2,1.11,1.00,0,6,21,10,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Multi_Timers.cpp,269,92,18.5,29.7,0,12.00,6.4,240,uC_Multi_Timers::Int_Handler(),5,258,4,1.36,2.42,0,15,40,28,7,2,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Multi_Timers.h,78,30,0.0,34.6,2,2.00,0.5,58,uC_Multi_Timers::Dummy_Static(),1,59,2,1.00,1.00,0,5,20,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_OS_Device_Defines.h,120,14,0.0,28.3,0,0.00,0.0,,,0,17,0,0.00,0.00,0,14,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_OS_Interrupt.cpp,89,15,13.3,58.4,0,3.00,2.3,38,uC_OS_Interrupt::Set_OS_Vect(),3,43,2,0.60,1.67,0,8,5,2,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_OS_Interrupt.h,96,23,0.0,42.7,1,5.00,1.0,85,uC_OS_Interrupt::Set_Int(),1,85,2,0.83,1.00,0,9,9,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_OS_Tick.cpp,81,17,0.0,54.3,0,3.00,3.0,44,uC_OS_Tick::OS_Tick_Handler(),1,76,2,0.59,1.00,0,8,8,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_OS_Tick.h,60,8,0.0,63.3,1,0.00,0.0,,,0,45,1,0.75,0.00,0,2,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_PWM.cpp,368,149,26.2,17.9,0,6.00,22.2,233,uC_PWM::Configure(),14,62,3,1.38,6.83,0,16,73,47,13,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_PWM.h,186,20,0.0,72.0,1,1.00,0.0,108,uC_PWM::~uC_PWM(),1,101,1,0.70,1.00,0,6,14,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_RAM.cpp,697,263,24.7,30.6,0,11.00,20.9,221,uC_RAM::Mark_As_Volatile(),12,177,5,1.76,6.45,0,33,93,69,45,18,5,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_RAM.h,299,37,0.0,69.9,1,1.00,1.0,131,uC_RAM::Update_Static(),1,133,2,0.81,1.00,0,8,28,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Rand_Num.cpp,82,20,20.0,46.3,0,2.00,7.5,63,uC_Rand_Num::Get(),4,72,3,1.20,3.00,0,5,9,3,3,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Rand_Num.h,48,7,0.0,52.1,1,1.00,0.0,36,uC_Rand_Num::~uC_Rand_Num(),1,35,1,0.57,1.00,0,3,4,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Reset.cpp,137,30,23.3,47.4,0,5.00,4.2,47,uC_Reset::uC_Reset(),9,56,2,0.90,2.80,0,9,15,6,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Reset.h,103,13,0.0,62.1,1,1.00,0.0,59,uC_Reset::~uC_Reset(),1,54,1,0.62,1.00,0,5,8,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_RTC.cpp,560,195,14.4,31.6,0,21.00,8.1,38,uC_RTC::uC_RTC(),9,81,3,1.09,2.43,0,24,131,38,2,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_RTC.h,272,57,0.0,59.2,3,0.00,0.0,,,0,74,2,1.14,0.00,0,3,43,11,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Single_Timer.cpp,136,44,11.4,39.0,0,7.00,4.6,54,uC_Single_Timer::Set_Timeout(),5,65,2,0.89,1.71,0,12,25,7,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Single_Timer.h,57,17,0.0,43.9,1,2.00,0.5,37,uC_Single_Timer::Time_Expired(),1,50,2,0.82,1.00,0,4,12,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_SPI.cpp,490,164,22.6,29.0,0,16.00,8.8,135,uC_SPI::Configure_Chip_Select(),16,155,4,1.71,3.19,0,24,51,42,42,5,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_SPI.h,623,119,4.2,62.4,1,19.00,3.6,170,uC_SPI::RX_Byte(),5,139,3,1.44,1.53,0,19,31,67,2,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_SPI_Buff.h,144,22,0.0,62.5,1,1.00,1.0,39,uC_SPI_Buff::uC_SPI_Buff(),1,39,2,0.86,1.00,0,4,17,1,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_SPI_DMA.cpp,434,158,22.2,28.6,0,16.00,8.4,118,uC_SPI::Configure_Chip_Select(),13,136,4,1.65,3.00,0,24,51,42,38,3,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_SPI_DMA.h,237,94,2.1,37.1,1,18.00,2.6,72,uC_SPI::Dump(),2,70,2,1.31,1.11,0,18,29,47,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Test.cpp,1033,441,6.8,30.5,0,0.00,0.0,681,uC_TEST_IO_Config_Test_Init(),8,346,3,0.95,2.21,28,121,242,56,22,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Test.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Test_Timers.cpp,424,226,15.9,16.7,0,0.00,0.0,234,uC_TEST_Multi_Timers_Test_Init(),12,257,5,1.36,3.83,12,66,95,17,22,18,8,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Test_Timers.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Test_USART.cpp,370,165,8.5,13.2,0,0.00,0.0,335,uC_TEST_USART_Int_Handler(),8,349,4,1.02,2.43,14,39,97,20,5,4,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Test_USART.h,27,2,0.0,74.1,0,0.00,0.0,,,0,17,0,0.00,0.00,0,2,0,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Tick.cpp,92,12,0.0,69.6,0,3.00,2.0,31,uC_Tick::Tick_Handler(),1,34,1,0.50,1.00,0,6,6,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Tick.h,61,9,0.0,60.7,1,0.00,0.0,,,0,51,1,0.56,0.00,0,4,5,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Timers.cpp,323,112,17.0,27.2,0,15.00,6.1,164,uC_Timers::Set_Timeout(),5,95,3,1.13,2.27,0,20,61,27,4,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Timers.h,280,59,0.0,53.9,1,11.00,1.5,71,uC_Timers::Raw_Int_Handler_Static(),1,132,2,1.14,1.00,0,8,35,16,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Timers_HW.cpp,226,81,19.8,24.3,0,7.00,10.0,33,uC_Timers_HW::uC_Timers_HW(),5,43,2,1.23,3.29,0,11,40,30,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_Timers_HW.h,229,60,0.0,41.9,1,17.00,1.2,51,uC_Timers_HW::Dummy_Vect_Static(),1,96,2,1.25,1.00,0,5,35,20,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_USART.cpp,338,112,29.5,34.0,0,11.00,8.8,163,uC_USART::Configure(),15,194,4,1.81,3.09,0,15,33,32,22,10,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_USART.h,241,115,0.0,26.1,1,31.00,1.5,125,uC_USART::Set_TX_Data(),1,141,2,1.30,1.00,0,14,53,48,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_USART_9BIT_Buff.h,180,32,0.0,54.4,1,1.00,0.0,40,uC_USART_9BIT_Buff::uC_USART_9BIT_Buff(),1,40,1,0.84,1.00,0,5,27,0,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_USART_9BIT_DMA.cpp,735,275,28.4,25.4,0,17.00,15.0,397,uC_USART_9BIT_DMA::USART_Int(),19,418,5,1.73,4.94,0,20,115,83,40,10,7,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_USART_9BIT_DMA.h,200,51,0.0,49.0,1,5.00,1.0,144,uC_USART_9BIT_DMA::TX_DMA_Int_Static(),1,146,2,0.98,1.00,0,6,40,5,0,0,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_USART_9BIT_HW.cpp,260,102,39.2,25.0,0,8.00,11.5,143,uC_USART_9BIT_HW::Configure(),21,155,4,1.94,4.75,0,10,29,28,27,8,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_USART_9BIT_HW.h,151,82,2.4,18.5,1,25.00,1.0,121,uC_USART_9BIT_HW::Screen_RX_Data(),3,127,4,1.26,1.08,0,8,48,24,1,1,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_USART_9BIT_Soft_DMA.cpp,636,258,29.8,22.3,0,15.00,16.1,330,uC_USART_9BIT_Soft_DMA::USART_Int(),27,346,4,1.87,5.33,0,17,97,73,45,26,0,0,0,0,0
Babelfish Analysis,Baseline,07 Feb 2018,uC\STM32F7xx\uC_USART_9BIT_Soft_DMA.h,184,48,0.0,49.5,1,3.00,1.0,138,uC_USART_9BIT_Soft_DMA::TX_Timer_Int_Static(),1,139,2,0.94,1.00,0,6,39,3,0,0,0,0,0,0,0
